organism	genus	family	order	class	phylum	superkingdom
Syntrophomonas_wolfei_subsp._wolfei_str._Goettingen	Syntrophomonas	Syntrophomonadaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Bacillus_anthracis_str._'Ames_Ancestor'	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Mycobacterium_sp._KMS	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Candidatus_Vesicomyosocius_okutanii_HA				Gammaproteobacteria	Proteobacteria	Bacteria
Ralstonia_solanacearum_GMI1000	Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Streptococcus_pyogenes_MGAS10750	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Moorella_thermoacetica_ATCC_39073	Moorella	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria
Rickettsia_massiliae_MTU5	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Haemophilus_influenzae_86-028NP	Haemophilus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
Bacillus_licheniformis_ATCC_14580	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Leifsonia_xyli_subsp._xyli_str._CTCB07	Leifsonia	Microbacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Mesorhizobium_loti_MAFF303099	Mesorhizobium	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Sinorhizobium_meliloti_1021	Sinorhizobium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Methanococcus_vannielii_SB	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea
Ciona_intestinalis	Ciona	Cionidae	Enterogona	Ascidiacea	Chordata	Eukaryota
Ehrlichia_ruminantium_str._Welgevonden	Ehrlichia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Lactobacillus_brevis_ATCC_367	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Clostridium_thermocellum_ATCC_27405	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteria (class)	Fusobacteria	Bacteria
Chlorobium_phaeobacteroides_DSM_266	Chlorobium	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
Prosthecochloris_vibrioformis_DSM_265	Chlorobium	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
Rickettsia_canadensis_str._McKiel	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Nitrosomonas_europaea_ATCC_19718	Nitrosomonas	Nitrosomonadaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria
Staphylococcus_epidermidis_ATCC_12228	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Lactobacillus_salivarius_subsp._salivarius_UCC118	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Oceanobacillus_iheyensis_HTE831	Oceanobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Sulfolobus_acidocaldarius_DSM_639	Sulfolobus	Sulfolobaceae	Sulfolobales	Thermoprotei	Crenarchaeota	Archaea
Burkholderia_pseudomallei_1106a	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Pelodictyon_luteolum_DSM_273	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
Candidatus_Pelagibacter_ubique_HTCC1062	Candidatus Pelagibacter		Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Nocardia_farcinica_IFM_10152	Nocardia	Nocardiaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Eremothecium_gossypii	Eremothecium	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Eukaryota
Bacillus_anthracis_str._Ames	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Desulfitobacterium_hafniense_Y51	Desulfitobacterium	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Acinetobacter_sp._ADP1	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Burkholderia_sp._383	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Burkholderia_vietnamiensis_G4	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Bacteroides_vulgatus_ATCC_8482	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Ehrlichia_canis_str._Jake	Ehrlichia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Escherichia_coli_CFT073	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria
Nitrosospira_multiformis_ATCC_25196	Nitrosospira	Nitrosomonadaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria
Acidovorax_sp._JS42	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Burkholderia_cenocepacia_AU_1054	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Colwellia_psychrerythraea_34H	Colwellia	Colwelliaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Thermobifida_fusca_YX	Thermobifida	Nocardiopsaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Rickettsia_typhi_str._Wilmington	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Tropheryma_whipplei_str._Twist	Tropheryma		Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Metallosphaera_sedula_DSM_5348	Metallosphaera	Sulfolobaceae	Sulfolobales	Thermoprotei	Crenarchaeota	Archaea
Aeromonas_salmonicida_subsp._salmonicida_A449	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Sulfolobus_tokodaii_str._7	Sulfolobus	Sulfolobaceae	Sulfolobales	Thermoprotei	Crenarchaeota	Archaea
Thermoanaerobacter_tengcongensis_MB4	Thermoanaerobacter	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria
Jannaschia_sp._CCS1	Jannaschia	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Clostridium_beijerinckii_NCIMB_8052	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Rickettsia_akari_str._Hartford	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Yersinia_pestis_KIM	Yersinia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Staphylococcus_aureus_subsp._aureus_Mu3	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Kineococcus_radiotolerans_SRS30216	Kineococcus	Kineosporiaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Streptomyces_coelicolor_A3(2)	Streptomyces	Streptomycetaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Cryptosporidium_parvum	Cryptosporidium	Cryptosporidiidae	Eucoccidiorida	Coccidia	Apicomplexa	Eukaryota
Ralstonia_metallidurans_CH34	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Prochlorococcus_marinus_str._MIT_9312	Prochlorococcus	Prochlorococcaceae	Prochlorales		Cyanobacteria	Bacteria
Sphingomonas_wittichii_RW1	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Mycobacterium_avium_subsp._paratuberculosis_K-10	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Onion_yellows_phytoplasma_OY-M	Candidatus Phytoplasma	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Tenericutes	Bacteria
Mycobacterium_sp._JLS	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Mycobacterium_sp._MCS	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Chlamydophila_pneumoniae_AR39	Chlamydophila	Chlamydiaceae	Chlamydiales	Chlamydiae (class)	Chlamydiae	Bacteria
Methanospirillum_hungatei_JF-1	Methanospirillum	Methanospirillaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
Symbiobacterium_thermophilum_IAM_14863	Symbiobacterium	Clostridiales Family XVIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria
Pediococcus_pentosaceus_ATCC_25745	Pediococcus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Bdellovibrio_bacteriovorus_HD100	Bdellovibrio	Bdellovibrionaceae	Bdellovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria
Frankia_sp._CcI3	Frankia	Frankiaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Synechococcus_elongatus_PCC_7942	Synechococcus		Chroococcales		Cyanobacteria	Bacteria
Desulfovibrio_vulgaris_subsp._vulgaris_DP4	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria
Thermococcus_kodakarensis_KOD1	Thermococcus	Thermococcaceae	Thermococcales	Thermococci	Euryarchaeota	Archaea
Synechocystis_sp._PCC_6803	Synechocystis		Chroococcales		Cyanobacteria	Bacteria
Synechococcus_sp._CC9311	Synechococcus		Chroococcales		Cyanobacteria	Bacteria
Shewanella_baltica_OS155	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Anabaena_variabilis_ATCC_29413	Anabaena	Nostocaceae	Nostocales		Cyanobacteria	Bacteria
Rickettsia_felis_URRWXCal2	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Escherichia_coli_E24377A	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_BAA-365	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Escherichia_coli_HS	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Orientia_tsutsugamushi_Boryong	Orientia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Streptococcus_gordonii_str._Challis_substr._CH1	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Mycobacterium_tuberculosis_H37Rv	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Spermophilus_tridecemlineatus	Spermophilus	Sciuridae	Rodentia	Mammalia	Chordata	Eukaryota
Bartonella_bacilliformis_KC583	Bartonella	Bartonellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Halobacterium_sp._NRC-1	Halobacterium	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea
Pyrococcus_horikoshii_OT3	Pyrococcus	Thermococcaceae	Thermococcales	Thermococci	Euryarchaeota	Archaea
Psychrobacter_arcticus_273-4	Psychrobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Azoarcus_sp._BH72	Azoarcus	Rhodocyclaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria
Echinops_telfairi	Echinops	Tenrecidae		Mammalia	Chordata	Eukaryota
Neurospora_crassa	Neurospora	Sordariaceae	Sordariales	Sordariomycetes	Ascomycota	Eukaryota
Flavobacterium_psychrophilum_JIP02/86	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
Shewanella_sp._ANA-3	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Clavibacter_michiganensis_subsp._michiganensis_NCPPB_382	Clavibacter	Microbacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Pseudomonas_fluorescens_PfO-1	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Burkholderia_thailandensis_E264	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Francisella_tularensis_subsp._tularensis_SCHU_S4	Francisella	Francisellaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
Psychrobacter_cryohalolentis_K5	Psychrobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Prochlorococcus_marinus_subsp._marinus_str._CCMP1375	Prochlorococcus	Prochlorococcaceae	Prochlorales		Cyanobacteria	Bacteria
Nitrosomonas_eutropha_C91	Nitrosomonas	Nitrosomonadaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria
Rickettsia_bellii_OSU_85-389	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Enterobacter_sakazakii_ATCC_BAA-894	Cronobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Psychrobacter_sp._PRwf-1	Psychrobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Rhodobacter_sphaeroides_ATCC_17029	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Rhodobacter_sphaeroides_ATCC_17025	Rhodobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Staphylococcus_aureus_subsp._aureus_MW2	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Rubrobacter_xylanophilus_DSM_9941	Rubrobacter	Rubrobacteraceae	Rubrobacterales	Actinobacteria (class)	Actinobacteria	Bacteria
Escherichia_coli_UTI89	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Leptospira_borgpetersenii_serovar_Hardjo-bovis_L550	Leptospira	Leptospiraceae	Spirochaetales	Spirochaetes (class)	Spirochaetes	Bacteria
Leptospira_borgpetersenii_serovar_Hardjo-bovis_JB197	Leptospira	Leptospiraceae	Spirochaetales	Spirochaetes (class)	Spirochaetes	Bacteria
Roseiflexus_castenholzii_DSM_13941	Roseiflexus	Chloroflexaceae	Chloroflexales	Chloroflexi (class)	Chloroflexi	Bacteria
Sinorhizobium_medicae_WSM419	Sinorhizobium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Pelobacter_carbinolicus_DSM_2380	Pelobacter	Pelobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
Shewanella_putrefaciens_CN-32	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Pelobacter_propionicus_DSM_2379	Pelobacter	Pelobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
Propionibacterium_acnes_KPA171202	Propionibacterium	Propionibacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Mycoplasma_mobile_163K	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
Arcobacter_butzleri_RM4018	Arcobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Rhodoferax_ferrireducens_T118	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Anopheles_gambiae	Anopheles	Culicidae	Diptera	Insecta	Arthropoda	Eukaryota
Bos_taurus	Bos	Bovidae		Mammalia	Chordata	Eukaryota
Ornithorhynchus_anatinus	Ornithorhynchus	Ornithorhynchidae	Monotremata	Mammalia	Chordata	Eukaryota
Novosphingobium_aromaticivorans_DSM_12444	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Tupaia_belangeri	Tupaia	Tupaiidae	Scandentia	Mammalia	Chordata	Eukaryota
Loxodonta_africana	Loxodonta	Elephantidae	Proboscidea	Mammalia	Chordata	Eukaryota
Listeria_monocytogenes_str._4b_F2365	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Methanosarcina_acetivorans_C2A	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea
Mycobacterium_tuberculosis_H37Ra	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Staphylococcus_haemolyticus_JCSC1435	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Dechloromonas_aromatica_RCB	Dechloromonas	Rhodocyclaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria
Methanococcus_maripaludis_C7	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea
Bifidobacterium_adolescentis_ATCC_15703	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinobacteria (class)	Actinobacteria	Bacteria
Staphylococcus_aureus_subsp._aureus_MSSA476	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Staphylococcus_aureus_subsp._aureus_MRSA252	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Mycoplasma_capricolum_subsp._capricolum_ATCC_27343	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
Methanothermobacter_thermautotrophicus_str._Delta_H	Methanothermobacter	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea
Leishmania_infantum	Leishmania	Trypanosomatidae	Kinetoplastida			Eukaryota
Bordetella_bronchiseptica_RB50	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Bordetella_parapertussis_12822	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Bordetella_pertussis_Tohama_I	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Lactobacillus_johnsonii_NCC_533	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Borrelia_afzelii_PKo	Borrelia	Spirochaetaceae	Spirochaetales	Spirochaetes (class)	Spirochaetes	Bacteria
Chromobacterium_violaceum_ATCC_12472	Chromobacterium	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
Gasterosteus_aculeatus	Gasterosteus	Gasterosteidae	Gasterosteiformes	Actinopterygii	Chordata	Eukaryota
Ehrlichia_ruminantium_str._Gardel	Ehrlichia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Shewanella_sp._MR-7	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Shewanella_sp._MR-4	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Bradyrhizobium_japonicum_USDA_110	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Xylella_fastidiosa_Temecula1	Xylella	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Brucella_melitensis_16M	Brucella	Brucellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Buchnera_aphidicola_str._Bp_(Baizongia_pistaciae)	Buchnera	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Campylobacter_jejuni_subsp._jejuni_81116	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Listeria_monocytogenes_EGD-e	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Aedes_aegypti	Aedes	Culicidae	Diptera	Insecta	Arthropoda	Eukaryota
Mycoplasma_hyopneumoniae_J	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
Candidatus_Ruthia_magnifica_str._Cm_(Calyptogena_magnifica)				Gammaproteobacteria	Proteobacteria	Bacteria
Rickettsia_bellii_RML369-C	Rickettsia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Porphyromonas_gingivalis_W83	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Dehalococcoides_sp._CBDB1	Dehalococcoides			Dehalococcoidetes	Chloroflexi	Bacteria
Francisella_tularensis_subsp._holarctica_FTA	Francisella	Francisellaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
Anaeromyxobacter_sp._Fw109-5	Anaeromyxobacter	Myxococcaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
Burkholderia_cenocepacia_HI2424	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Geobacillus_kaustophilus_HTA426	Geobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Coxiella_burnetii_RSA_493	Coxiella	Coxiellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria
Magnetococcus_sp._MC-1	Magnetococcus				Proteobacteria	Bacteria
Lactococcus_lactis_subsp._cremoris_MG1363	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Wolbachia_endosymbiont_of_Drosophila_melanogaster	Wolbachia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Methanococcus_aeolicus_Nankai-3	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea
Pseudomonas_syringae_pv._syringae_B728a	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Saccharomyces_cerevisiae	Saccharomyces	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Eukaryota
Pyrobaculum_aerophilum_str._IM2	Pyrobaculum	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea
Haemophilus_somnus_129PT	Histophilus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
Acidobacteria_bacterium_Ellin345	Candidatus Koribacter				Acidobacteria	Bacteria
Staphylococcus_aureus_RF122	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Maricaulis_maris_MCS10	Maricaulis	Hyphomonadaceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Canis_lupus_familiaris	Canis	Canidae	Carnivora	Mammalia	Chordata	Eukaryota
Xenopus_tropicalis	Xenopus	Pipidae	Anura	Amphibia	Chordata	Eukaryota
uncultured_methanogenic_archaeon_RC-I					Euryarchaeota	Archaea
Pseudomonas_aeruginosa_PA7	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Clostridium_acetobutylicum_ATCC_824	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Pan_troglodytes	Pan	Hominidae	Primates	Mammalia	Chordata	Eukaryota
Agrobacterium_tumefaciens_str._C58	Agrobacterium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Methanococcoides_burtonii_DSM_6242	Methanococcoides	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea
Streptococcus_suis_05ZYH33	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_suis_98HAH33	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Saccharopolyspora_erythraea_NRRL_2338	Saccharopolyspora	Pseudonocardiaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Campylobacter_jejuni_RM1221	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Chlamydia_trachomatis_D/UW-3/CX	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiae (class)	Chlamydiae	Bacteria
Thermosynechococcus_elongatus_BP-1	Thermosynechococcus		Chroococcales		Cyanobacteria	Bacteria
Pyrobaculum_islandicum_DSM_4184	Pyrobaculum	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea
Vibrio_cholerae_O395	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
Clostridium_kluyveri_DSM_555	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Rhodopirellula_baltica_SH_1	Rhodopirellula	Planctomycetaceae	Planctomycetales	Planctomycetacia	Planctomycetes	Bacteria
Shewanella_loihica_PV-4	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Leptospira_interrogans_serovar_Lai_str._56601	Leptospira	Leptospiraceae	Spirochaetales	Spirochaetes (class)	Spirochaetes	Bacteria
Shewanella_sediminis_HAW-EB3	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Candidatus_Methanoregula_boonei_6A8	Candidatus Methanoregula		Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
Silicibacter_pomeroyi_DSS-3	Ruegeria	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Filobasidiella_neoformans	Filobasidiella	Tremellaceae	Tremellales	Tremellomycetes	Basidiomycota	Eukaryota
Saccharophagus_degradans_2-40	Saccharophagus	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Oenococcus_oeni_PSU-1	Oenococcus	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Leuconostoc_mesenteroides_subsp._mesenteroides_ATCC_8293	Leuconostoc	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Staphylothermus_marinus_F1	Staphylothermus	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea
Borrelia_garinii_PBi	Borrelia	Spirochaetaceae	Spirochaetales	Spirochaetes (class)	Spirochaetes	Bacteria
Trichodesmium_erythraeum_IMS101	Trichodesmium		Oscillatoriales		Cyanobacteria	Bacteria
Granulibacter_bethesdensis_CGDNIH1	Granulibacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
Streptococcus_agalactiae_NEM316	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Plasmodium_falciparum	Plasmodium		Haemosporida	Aconoidasida	Apicomplexa	Eukaryota
